title,address,distance,link,beds,baths,price,sqft,availability,lease_terms,amenities,per bedroom pricing,call for rent,price_avg,dishwasher,washer/dryer in unit,has balcony,gym,internet,pool,near bus stop,furnished,parking,laundry available,pet friendly,individual lease,disability access
The Ridge at North Pointe,"5025 Huntly Ridge St, Charlottesville, VA 22911",9.3,https://offgroundshousing.student.virginia.edu/housing/property/the-ridge-at-north-pointe/8kw4h32,1.0,1.0,Call for Rent,904,Not Available,"12 month lease, 3 Month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease, Short-Term lease","Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Garbage Disposal, Heat - Central, Heat - Floor/Wall, Heating, Kitchen, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, BBQ/BBQ Area, Business Center, Clubhouse, Conference Room, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Playground, Playground On-Site, Property Manager On-Site, Washer/Dryer in Unit, 24 Hour Club Inspired Fitness & Yoga Studio, 24/7 Luxer Package Room, 24/7 Maintenance Available, 9 FT Ceilings, ADA Accessible Apartment, BBQ/Picnic Area, Built-In Desk, Built-In Pantry, Carpet In Bedroom And Closet, Ceiling Fan Master Bedroom, Ceiling Fan Second Bedroom, Ceiling Fan Third Bedroom, Center Island/Kitchen Sink, Co-Working Spaces & Private Pods, Co-working Spaces And Private Pods",0,1,,1,1,1,1,0,0,0,0,0,0,1,0,0
The Ridge at North Pointe,"5025 Huntly Ridge St, Charlottesville, VA 22911",9.3,https://offgroundshousing.student.virginia.edu/housing/property/the-ridge-at-north-pointe/8kw4h32,1.0,1.0,Call for Rent,748,Not Available,"12 month lease, 3 Month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease, Short-Term lease","Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Garbage Disposal, Heat - Central, Heat - Floor/Wall, Heating, Kitchen, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, BBQ/BBQ Area, Business Center, Clubhouse, Conference Room, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Playground, Playground On-Site, Property Manager On-Site, Washer/Dryer in Unit, 24 Hour Club Inspired Fitness & Yoga Studio, 24/7 Luxer Package Room, 24/7 Maintenance Available, 9 FT Ceilings, ADA Accessible Apartment, BBQ/Picnic Area, Built-In Desk, Built-In Pantry, Carpet In Bedroom And Closet, Ceiling Fan Master Bedroom, Ceiling Fan Second Bedroom, Ceiling Fan Third Bedroom, Center Island/Kitchen Sink, Co-Working Spaces & Private Pods, Co-working Spaces And Private Pods",0,1,,1,1,1,1,0,0,0,0,0,0,1,0,0
The Ridge at North Pointe,"5025 Huntly Ridge St, Charlottesville, VA 22911",9.3,https://offgroundshousing.student.virginia.edu/housing/property/the-ridge-at-north-pointe/8kw4h32,2.0,2.0,"Total Monthly Price
$2,472 - $2,567","1,130",Available Now,"12 month lease, 3 Month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease, Short-Term lease","Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Garbage Disposal, Heat - Central, Heat - Floor/Wall, Heating, Kitchen, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, BBQ/BBQ Area, Business Center, Clubhouse, Conference Room, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Playground, Playground On-Site, Property Manager On-Site, Washer/Dryer in Unit, 24 Hour Club Inspired Fitness & Yoga Studio, 24/7 Luxer Package Room, 24/7 Maintenance Available, 9 FT Ceilings, ADA Accessible Apartment, BBQ/Picnic Area, Built-In Desk, Built-In Pantry, Carpet In Bedroom And Closet, Ceiling Fan Master Bedroom, Ceiling Fan Second Bedroom, Ceiling Fan Third Bedroom, Center Island/Kitchen Sink, Co-Working Spaces & Private Pods, Co-working Spaces And Private Pods",0,0,2519.5,1,1,1,1,0,0,0,0,0,0,1,0,0
The Ridge at North Pointe,"5025 Huntly Ridge St, Charlottesville, VA 22911",9.3,https://offgroundshousing.student.virginia.edu/housing/property/the-ridge-at-north-pointe/8kw4h32,2.0,2.0,"Total Monthly Price
$2,151 - $2,563","1,147",Available Now,"12 month lease, 3 Month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease, Short-Term lease","Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Garbage Disposal, Heat - Central, Heat - Floor/Wall, Heating, Kitchen, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, BBQ/BBQ Area, Business Center, Clubhouse, Conference Room, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Playground, Playground On-Site, Property Manager On-Site, Washer/Dryer in Unit, 24 Hour Club Inspired Fitness & Yoga Studio, 24/7 Luxer Package Room, 24/7 Maintenance Available, 9 FT Ceilings, ADA Accessible Apartment, BBQ/Picnic Area, Built-In Desk, Built-In Pantry, Carpet In Bedroom And Closet, Ceiling Fan Master Bedroom, Ceiling Fan Second Bedroom, Ceiling Fan Third Bedroom, Center Island/Kitchen Sink, Co-Working Spaces & Private Pods, Co-working Spaces And Private Pods",0,0,2357.0,1,1,1,1,0,0,0,0,0,0,1,0,0
The Ridge at North Pointe,"5025 Huntly Ridge St, Charlottesville, VA 22911",9.3,https://offgroundshousing.student.virginia.edu/housing/property/the-ridge-at-north-pointe/8kw4h32,2.0,2.0,"Total Monthly Price
$2,527 - $2,552","1,232",Available Now,"12 month lease, 3 Month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease, Short-Term lease","Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Garbage Disposal, Heat - Central, Heat - Floor/Wall, Heating, Kitchen, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Smoke-Free, BBQ/BBQ Area, Business Center, Clubhouse, Conference Room, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Playground, Playground On-Site, Property Manager On-Site, Washer/Dryer in Unit, 24 Hour Club Inspired Fitness & Yoga Studio, 24/7 Luxer Package Room, 24/7 Maintenance Available, 9 FT Ceilings, ADA Accessible Apartment, BBQ/Picnic Area, Built-In Desk, Built-In Pantry, Carpet In Bedroom And Closet, Ceiling Fan Master Bedroom, Ceiling Fan Second Bedroom, Ceiling Fan Third Bedroom, Center Island/Kitchen Sink, Co-Working Spaces & Private Pods, Co-working Spaces And Private Pods",0,0,2539.5,1,1,1,1,0,0,0,0,0,0,1,0,0
Various Condos Available at Walker Square!,"745 Walker Square Apt 3B, Charlottesville, VA 22903",0.5,https://offgroundshousing.student.virginia.edu/housing/property/various-condos-available-at-walker-square/ocptz2rq7b,1.0,1.0,"Total Monthly Price
$1,700 - $1,785
12 Month Lease",625,7/7/26,12 Month Lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Smoke-Free, Fitness Room, Pool, Washer/Dryer in Unit",0,0,1742.5,1,1,0,1,1,1,0,0,0,0,1,0,0
Rio Point,"7010 Bo St, Charlottesville, VA 22901",3.4,https://offgroundshousing.student.virginia.edu/housing/property/rio-point/bez84h9,,1.0,"Total Monthly Price
$1,901 - $1,951",643,5/7/26,"12 month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Garbage Disposal, Kitchen, Microwave, Patio, Balcony, Porch or Deck, Stainless Steel Appliances, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Pool, Property Manager On-Site, Walking/Jogging Trails, Washer/Dryer in Unit, Appliances Stainless, Bark Park, BBQ Grill, Closet Walk-in, Clubroom, Co-work Space, Electronic Key Entry, Flooring Hardwood, Kitchen islands available in 2-bedroom residences, LuxerOne Package Room, Online Rent Payments, Quartz Counters, Smart Home System, Storage, Svc Air Conditioning",0,0,1926.0,1,1,1,1,0,1,0,0,0,0,0,0,0
Rio Point,"7010 Bo St, Charlottesville, VA 22901",3.4,https://offgroundshousing.student.virginia.edu/housing/property/rio-point/bez84h9,,1.0,"Total Monthly Price
$1,899",643,Available Now,"12 month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Garbage Disposal, Kitchen, Microwave, Patio, Balcony, Porch or Deck, Stainless Steel Appliances, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Pool, Property Manager On-Site, Walking/Jogging Trails, Washer/Dryer in Unit, Appliances Stainless, Bark Park, BBQ Grill, Closet Walk-in, Clubroom, Co-work Space, Electronic Key Entry, Flooring Hardwood, Kitchen islands available in 2-bedroom residences, LuxerOne Package Room, Online Rent Payments, Quartz Counters, Smart Home System, Storage, Svc Air Conditioning",0,0,1899.0,1,1,1,1,0,1,0,0,0,0,0,0,0
Rio Point,"7010 Bo St, Charlottesville, VA 22901",3.4,https://offgroundshousing.student.virginia.edu/housing/property/rio-point/bez84h9,1.0,1.0,"Total Monthly Price
$2,189 - $2,264",752,Available Now,"12 month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Garbage Disposal, Kitchen, Microwave, Patio, Balcony, Porch or Deck, Stainless Steel Appliances, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Pool, Property Manager On-Site, Walking/Jogging Trails, Washer/Dryer in Unit, Appliances Stainless, Bark Park, BBQ Grill, Closet Walk-in, Clubroom, Co-work Space, Electronic Key Entry, Flooring Hardwood, Kitchen islands available in 2-bedroom residences, LuxerOne Package Room, Online Rent Payments, Quartz Counters, Smart Home System, Storage, Svc Air Conditioning",0,0,2226.5,1,1,1,1,0,1,0,0,0,0,0,0,0
Rio Point,"7010 Bo St, Charlottesville, VA 22901",3.4,https://offgroundshousing.student.virginia.edu/housing/property/rio-point/bez84h9,1.0,1.0,"Total Monthly Price
$2,199 - $2,264",752,Available Now,"12 month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Garbage Disposal, Kitchen, Microwave, Patio, Balcony, Porch or Deck, Stainless Steel Appliances, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Pool, Property Manager On-Site, Walking/Jogging Trails, Washer/Dryer in Unit, Appliances Stainless, Bark Park, BBQ Grill, Closet Walk-in, Clubroom, Co-work Space, Electronic Key Entry, Flooring Hardwood, Kitchen islands available in 2-bedroom residences, LuxerOne Package Room, Online Rent Payments, Quartz Counters, Smart Home System, Storage, Svc Air Conditioning",0,0,2231.5,1,1,1,1,0,1,0,0,0,0,0,0,0
Rio Point,"7010 Bo St, Charlottesville, VA 22901",3.4,https://offgroundshousing.student.virginia.edu/housing/property/rio-point/bez84h9,1.0,1.0,"Total Monthly Price
$2,184 - $2,410",787,Available Now,"12 month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Garbage Disposal, Kitchen, Microwave, Patio, Balcony, Porch or Deck, Stainless Steel Appliances, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Pool, Property Manager On-Site, Walking/Jogging Trails, Washer/Dryer in Unit, Appliances Stainless, Bark Park, BBQ Grill, Closet Walk-in, Clubroom, Co-work Space, Electronic Key Entry, Flooring Hardwood, Kitchen islands available in 2-bedroom residences, LuxerOne Package Room, Online Rent Payments, Quartz Counters, Smart Home System, Storage, Svc Air Conditioning",0,0,2297.0,1,1,1,1,0,1,0,0,0,0,0,0,0
Rio Point,"7010 Bo St, Charlottesville, VA 22901",3.4,https://offgroundshousing.student.virginia.edu/housing/property/rio-point/bez84h9,1.0,1.0,"Total Monthly Price
$2,335 - $2,398",787,Available Now,"12 month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Garbage Disposal, Kitchen, Microwave, Patio, Balcony, Porch or Deck, Stainless Steel Appliances, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Pool, Property Manager On-Site, Walking/Jogging Trails, Washer/Dryer in Unit, Appliances Stainless, Bark Park, BBQ Grill, Closet Walk-in, Clubroom, Co-work Space, Electronic Key Entry, Flooring Hardwood, Kitchen islands available in 2-bedroom residences, LuxerOne Package Room, Online Rent Payments, Quartz Counters, Smart Home System, Storage, Svc Air Conditioning",0,0,2366.5,1,1,1,1,0,1,0,0,0,0,0,0,0
Rio Point,"7010 Bo St, Charlottesville, VA 22901",3.4,https://offgroundshousing.student.virginia.edu/housing/property/rio-point/bez84h9,1.0,1.0,"Total Monthly Price
$2,335 - $2,395",787,Available Now,"12 month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Garbage Disposal, Kitchen, Microwave, Patio, Balcony, Porch or Deck, Stainless Steel Appliances, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Pool, Property Manager On-Site, Walking/Jogging Trails, Washer/Dryer in Unit, Appliances Stainless, Bark Park, BBQ Grill, Closet Walk-in, Clubroom, Co-work Space, Electronic Key Entry, Flooring Hardwood, Kitchen islands available in 2-bedroom residences, LuxerOne Package Room, Online Rent Payments, Quartz Counters, Smart Home System, Storage, Svc Air Conditioning",0,0,2365.0,1,1,1,1,0,1,0,0,0,0,0,0,0
Rio Point,"7010 Bo St, Charlottesville, VA 22901",3.4,https://offgroundshousing.student.virginia.edu/housing/property/rio-point/bez84h9,1.0,1.0,"Total Monthly Price
$1,946 - $1,986",643,Available Now,"12 month lease, 6 Month lease, 8 Month, 9 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Garbage Disposal, Kitchen, Microwave, Patio, Balcony, Porch or Deck, Stainless Steel Appliances, Stove, Clubhouse, Fitness Room, Full-time Maintenance Staff, Manager on Site, Outdoor Rec Space, Pool, Property Manager On-Site, Walking/Jogging Trails, Washer/Dryer in Unit, Appliances Stainless, Bark Park, BBQ Grill, Closet Walk-in, Clubroom, Co-work Space, Electronic Key Entry, Flooring Hardwood, Kitchen islands available in 2-bedroom residences, LuxerOne Package Room, Online Rent Payments, Quartz Counters, Smart Home System, Storage, Svc Air Conditioning",0,0,1966.0,1,1,1,1,0,1,0,0,0,0,0,0,0
4 Bedroom Duplex Available Near UVA!,"101 Bollingwood Road, Charlottesville, VA 22903",0.3,https://offgroundshousing.student.virginia.edu/housing/property/4-bedroom-duplex-available-near-uva/ocpr9ddmm2,4.0,2.5,"Total Monthly Price
$3,500
12 Month Lease",,6/24/26,12 month lease,"Air Conditioning, Hardwood Floors, Patio, Balcony, Porch or Deck, Smoke-Free, Near Bus Stop, Washer/Dryer in Unit",0,0,3500.0,0,1,1,0,0,0,1,0,0,0,0,0,0
507 16th Street Apartments,"507 16th Street Northwest, Charlottesville, VA 22903",0.2,https://offgroundshousing.student.virginia.edu/housing/property/507-16th-street-apartments/ocpcp8e67f,1.0,1.0,"Total Monthly Price
$1,475 - $1,500
12 Month Lease",550,6/1/26,12 Month Lease,"Air Conditioning, Dishwasher, Hardwood Floors, Fitness Room, International Student Friendly, Near Bus Stop, Laundry Room in Community",0,0,1487.5,1,0,0,1,0,0,1,0,0,1,0,0,0
507 16th Street Apartments,"507 16th Street Northwest, Charlottesville, VA 22903",0.2,https://offgroundshousing.student.virginia.edu/housing/property/507-16th-street-apartments/ocpcp8e67f,2.0,1.0,"Total Monthly Price
$1,864 - $1,915
12 Month Lease",700,7/8/26,12 Month Lease,"Air Conditioning, Dishwasher, Hardwood Floors, Fitness Room, International Student Friendly, Near Bus Stop, Laundry Room in Community",0,0,1889.5,1,0,0,1,0,0,1,0,0,1,0,0,0
507 16th Street Apartments,"507 16th Street Northwest, Charlottesville, VA 22903",0.2,https://offgroundshousing.student.virginia.edu/housing/property/507-16th-street-apartments/ocpcp8e67f,2.0,1.0,"Total Monthly Price
$1,864
12 Month Lease",700,7/14/26,12 Month Lease,"Air Conditioning, Dishwasher, Hardwood Floors, Fitness Room, International Student Friendly, Near Bus Stop, Laundry Room in Community",0,0,1864.0,1,0,0,1,0,0,1,0,0,1,0,0,0
Charming Home Available Near UVA,"2001 Ivy Road, Charlottesville, VA 22903",0.3,https://offgroundshousing.student.virginia.edu/housing/property/charming-home-available-near-uva/ocpe5c1dfn,3.0,3.5,"$3,700
12 Month Lease",,8/19/26,12 month lease,"Air Conditioning, Dishwasher, Fireplace, Hardwood Floors, Patio, Balcony, Porch or Deck, Smoke-Free, Washer/Dryer in Unit",0,0,3700.0,1,1,1,0,0,0,0,0,0,0,0,0,0
104 Kent Terrace,"104 Kent Terrace, Charlottesville, VA 22903",0.0,https://offgroundshousing.student.virginia.edu/housing/property/104-kent-terrace/ocpsbh7et7,1.0,1.0,"Total Monthly Price
$1,505
12 Month Lease",560,6/8/26,12 Month Lease,"Air Conditioning, Carpet, Fitness Room, International Student Friendly, Laundry Room in Community",0,0,1505.0,0,0,0,1,0,0,0,0,0,1,1,0,0
Arlington Park Townhomes,"2102 Arlington Boulevard, Charlottesville, VA 22903",0.2,https://offgroundshousing.student.virginia.edu/housing/property/arlington-park-townhomes/ocpdxjby3k,2.0,1.0,"$1,865
12 Month Lease","1,000",7/7/26,12 Month Lease,"Air Conditioning, Hardwood Floors, Patio, Balcony, Porch or Deck, Smoke-Free, Washer/Dryer in Unit",0,0,1865.0,0,1,1,0,0,0,0,0,0,0,0,0,0
Arlington Park Townhomes,"2102 Arlington Boulevard, Charlottesville, VA 22903",0.2,https://offgroundshousing.student.virginia.edu/housing/property/arlington-park-townhomes/ocpdxjby3k,2.0,1.0,"$2,100
12 Month Lease","1,000",6/30/26,12 Month Lease,"Air Conditioning, Hardwood Floors, Patio, Balcony, Porch or Deck, Smoke-Free, Washer/Dryer in Unit",0,0,2100.0,0,1,1,0,0,0,0,0,0,0,0,0,0
The 12 Twelve,"1212 Cedars Court, Charlottesville, VA 22903",0.8,https://offgroundshousing.student.virginia.edu/housing/property/the-12-twelve/ocp83cq0m2,1.0,1.0,"Total Monthly Price
$1,995
12 Month Lease",574,8/10/26,12 month lease,"Air Conditioning, Dishwasher, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, Fitness Room, International Student Friendly, Pool, Washer/Dryer in Unit",0,0,1995.0,1,1,1,1,1,1,0,0,0,0,0,0,0
The 12 Twelve,"1212 Cedars Court, Charlottesville, VA 22903",0.8,https://offgroundshousing.student.virginia.edu/housing/property/the-12-twelve/ocp83cq0m2,1.0,1.0,"Total Monthly Price
$2,155 - $2,215
12 Month Lease",795,6/2/26,12 month lease,"Air Conditioning, Dishwasher, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, Fitness Room, International Student Friendly, Pool, Washer/Dryer in Unit",0,0,2185.0,1,1,1,1,1,1,0,0,0,0,0,0,0
The 12 Twelve,"1212 Cedars Court, Charlottesville, VA 22903",0.8,https://offgroundshousing.student.virginia.edu/housing/property/the-12-twelve/ocp83cq0m2,2.0,2.0,"Total Monthly Price
$2,630 - $2,670
12 Month Lease",975,6/13/26,12 month lease,"Air Conditioning, Dishwasher, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, Fitness Room, International Student Friendly, Pool, Washer/Dryer in Unit",0,0,2650.0,1,1,1,1,1,1,0,0,0,0,0,0,0
1 Month FREE! Various Houses and Townhouses Available Now!,"Mimosa Court, Charlottesville, VA 22903",0.3,https://offgroundshousing.student.virginia.edu/housing/property/1-month-free-various-houses-and-townhouses-available-now/ocpj4j9xl6,3.0,1.5,"$1,750 - $1,900
Plus Fees
12 Month Lease",,Available Now,"12 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Hardwood Floors, Patio, Balcony, Porch or Deck, Smoke-Free, Near Bus Stop, Washer/Dryer in Unit",0,0,1825.0,1,1,1,0,0,0,1,0,0,0,0,0,0
1 Month FREE! Various Houses and Townhouses Available Now!,"Mimosa Court, Charlottesville, VA 22903",0.3,https://offgroundshousing.student.virginia.edu/housing/property/1-month-free-various-houses-and-townhouses-available-now/ocpj4j9xl6,3.0,1.5,"$1,995
Plus Fees
12 Month Lease",,Available Now,"12 month lease, Flexible/Other lease","Air Conditioning, Dishwasher, Hardwood Floors, Patio, Balcony, Porch or Deck, Smoke-Free, Near Bus Stop, Washer/Dryer in Unit",0,0,1995.0,1,1,1,0,0,0,1,0,0,0,0,0,0
525 Ridge Street | Luxury Living,"525 Ridge Street, Charlottesville, VA 22902",1.2,https://offgroundshousing.student.virginia.edu/housing/property/525-ridge-street-luxury-living/ocpfgl7f7t,1.0,1.0,"$2,165 - $2,215
Plus Fees
12 Month Lease",912,6/27/26,12 month lease,"Air Conditioning, Disability Accessible, Dishwasher, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, International Student Friendly, Near Bus Stop, Washer/Dryer in Unit",0,0,2190.0,1,1,1,0,1,0,1,0,0,0,0,0,0
525 Ridge Street | Luxury Living,"525 Ridge Street, Charlottesville, VA 22902",1.2,https://offgroundshousing.student.virginia.edu/housing/property/525-ridge-street-luxury-living/ocpfgl7f7t,2.0,2.0,"$2,620 - $2,675
Plus Fees
12 Month Lease","1,052",6/13/26,12 month lease,"Air Conditioning, Disability Accessible, Dishwasher, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, International Student Friendly, Near Bus Stop, Washer/Dryer in Unit",0,0,2647.5,1,1,1,0,1,0,1,0,0,0,0,0,0
Grove Street Townhouse,"1102A Grove Street, Charlottesville, VA 22903",0.8,https://offgroundshousing.student.virginia.edu/housing/property/grove-street-townhouse/ocpgpwkysz,3.0,1.5,"$1,825
Plus Fees
12 Month Lease",,Available Now,12 Month Lease,"Air Conditioning, Carpet, Dishwasher, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Washer/Dryer in Unit",0,0,1825.0,1,1,1,0,1,0,0,0,0,0,1,0,0
Preston Square Apartments- Only 7 Units Left!,"1111 Preston Avenue, Charlottesville, VA 22903",0.7,https://offgroundshousing.student.virginia.edu/housing/property/preston-square-apartments-only-7-units-left/ocp8evzxm0,2.0,2.0,"$899 - $975 / Bedroom
Plus Fees
12 Month Lease",970,6/19/26,12 Month Lease,"Air Conditioning, Carpet, Dishwasher, Fireplace, Hardwood Floors, High-Speed Internet Available, Fitness Room, International Student Friendly, Near Bus Stop, Pool, Laundry Access, Washer/Dryer in Unit",1,0,937.0,1,1,0,1,1,1,1,0,0,0,1,0,0
Preston Square Apartments- Only 7 Units Left!,"1111 Preston Avenue, Charlottesville, VA 22903",0.7,https://offgroundshousing.student.virginia.edu/housing/property/preston-square-apartments-only-7-units-left/ocp8evzxm0,2.0,2.0,"$1,000 / Bedroom
Plus Fees
12 Month Lease",970,6/17/26,12 Month Lease,"Air Conditioning, Carpet, Dishwasher, Fireplace, Hardwood Floors, High-Speed Internet Available, Fitness Room, International Student Friendly, Near Bus Stop, Pool, Laundry Access, Washer/Dryer in Unit",1,0,1000.0,1,1,0,1,1,1,1,0,0,0,1,0,0
2 Bedroom Duplex Available Now! 1/2 Off Deposit,"1103 River Court, Charlottesville, VA 22901",2.7,https://offgroundshousing.student.virginia.edu/housing/property/2-bedroom-duplex-available-now-1-2-off-deposit/ocpws91m2l,2.0,1.0,"$1,395
Plus Fees
12 Month Lease",878,Available Now,12 month lease,"Air Conditioning, Carpet, Smoke-Free, Washer/Dryer in Unit",0,0,1395.0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Vue,"3000 Vue Ave, Crozet, VA 22932",11.0,https://offgroundshousing.student.virginia.edu/housing/property/the-vue/pj3lypt,1.0,1.0,"$1,576 - $2,120
Plus Fees",760 - 854,Available Now,,"Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Granite Countertops, Heat - Central, Heat - Floor/Wall, Heating, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Stainless Steel Appliances, Storage Space Included, BBQ/BBQ Area, Clubhouse, Coffee Bar, Fitness Room, Full-time Maintenance Staff, Manager on Site, Pool, Property Manager On-Site, Washer/Dryer in Unit",0,0,1848.0,1,1,1,1,0,1,0,0,0,0,1,0,0
The Vue,"3000 Vue Ave, Crozet, VA 22932",11.0,https://offgroundshousing.student.virginia.edu/housing/property/the-vue/pj3lypt,2.0,2.0,"$1,851 - $2,484
Plus Fees","1,009",Available Now,,"Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Granite Countertops, Heat - Central, Heat - Floor/Wall, Heating, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Stainless Steel Appliances, Storage Space Included, BBQ/BBQ Area, Clubhouse, Coffee Bar, Fitness Room, Full-time Maintenance Staff, Manager on Site, Pool, Property Manager On-Site, Washer/Dryer in Unit",0,0,2167.5,1,1,1,1,0,1,0,0,0,0,1,0,0
The Vue,"3000 Vue Ave, Crozet, VA 22932",11.0,https://offgroundshousing.student.virginia.edu/housing/property/the-vue/pj3lypt,2.0,2.0,"$1,960 - $2,598
Plus Fees","1,206",Available Now,,"Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Granite Countertops, Heat - Central, Heat - Floor/Wall, Heating, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Stainless Steel Appliances, Storage Space Included, BBQ/BBQ Area, Clubhouse, Coffee Bar, Fitness Room, Full-time Maintenance Staff, Manager on Site, Pool, Property Manager On-Site, Washer/Dryer in Unit",0,0,2279.0,1,1,1,1,0,1,0,0,0,0,1,0,0
The Vue,"3000 Vue Ave, Crozet, VA 22932",11.0,https://offgroundshousing.student.virginia.edu/housing/property/the-vue/pj3lypt,2.0,2.0,Call for Rent,"1,490",Not Available,,"Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Granite Countertops, Heat - Central, Heat - Floor/Wall, Heating, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Stainless Steel Appliances, Storage Space Included, BBQ/BBQ Area, Clubhouse, Coffee Bar, Fitness Room, Full-time Maintenance Staff, Manager on Site, Pool, Property Manager On-Site, Washer/Dryer in Unit",0,1,,1,1,1,1,0,1,0,0,0,0,1,0,0
The Vue,"3000 Vue Ave, Crozet, VA 22932",11.0,https://offgroundshousing.student.virginia.edu/housing/property/the-vue/pj3lypt,2.0,2.0,Call for Rent,"1,463",Not Available,,"Air Conditioning, Carpet, Ceiling Fans, Dishwasher, Extra Storage, Granite Countertops, Heat - Central, Heat - Floor/Wall, Heating, Laminate Floors, Microwave, Patio, Balcony, Porch or Deck, Refrigerator, Stainless Steel Appliances, Storage Space Included, BBQ/BBQ Area, Clubhouse, Coffee Bar, Fitness Room, Full-time Maintenance Staff, Manager on Site, Pool, Property Manager On-Site, Washer/Dryer in Unit",0,1,,1,1,1,1,0,1,0,0,0,0,1,0,0
All UTILITIES INCLUDED! Leasing By The Room 1 bedroom: Available NOW!,"1100 Preston Avenue, Charlottesville, VA 22903",0.6,https://offgroundshousing.student.virginia.edu/housing/property/all-utilities-included-leasing-by-the-room-1-bedroom-available-now/ocp16qqlr5,1.0,3.0,"Total Monthly Price
$895 / Bedroom
6 Month Lease","1,681",Available Now,"12 month lease, Flexible/Other lease, Short-Term lease","Air Conditioning, Dishwasher, Hardwood Floors, High-Speed Internet Available, Patio, Balcony, Porch or Deck, Smoke-Free, Near Bus Stop, Washer/Dryer in Unit",1,0,895.0,1,1,1,0,1,0,1,0,0,0,0,0,0
